State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Yield_tonnes_per_hectare
West Bengal,District_41,Rabi,Wheat,Loamy,1233.8,19.3,60.1,195.1,7.8,Sprinkler,Cotton,Low,3.31
Assam,District_44,Rabi,Pulses,Sandy,1096.1,28.5,65.3,75.5,6.3,Rainfed,Pulses,High,0.97
West Bengal,District_31,Zaid,Maize,Loamy,2397.8,36.6,91.4,102.7,5.4,Tubewell,Cotton,High,1.85
Tamil Nadu,District_11,Kharif,Cotton,Alluvial,335.8,25.1,87.4,145.6,7.3,Tubewell,Sugarcane,High,1.86
Gujarat,District_22,Rabi,Wheat,Loamy,731.4,33.4,59.7,,5.8,Sprinkler,Cotton,High,2.61
Odisha,District_7,Kharif,Rice,Red,1414.7,28.6,57.6,146.9,5.3,Canal,Cotton,High,2.65
Karnataka,District_12,Rabi,Wheat,Red,551.1,34.2,90.1,232.7,7.1,Rainfed,Sugarcane,Low,3.18
Tamil Nadu,District_36,Zaid,Maize,Alluvial,679.7,37.5,77.7,235.6,5.8,Canal,Sugarcane,Low,3.03
Maharashtra,District_33,Rabi,Pulses,Black,1241.1,23.4,50.0,200.6,7.0,Tubewell,Maize,Low,1.63
Tamil Nadu,District_36,Kharif,Rice,Loamy,503.8,18.5,50.4,177.8,5.7,Canal,Cotton,High,2.73
Meghalaya,District_18,Rabi,Wheat,Red,2558.1,32.5,71.6,117.8,6.6,Tubewell,Pulses,Low,3.52
Assam,District_39,Rabi,Wheat,Red,591.6,15.9,86.7,136.6,6.4,Tubewell,Pulses,Medium,3.27
Tamil Nadu,District_20,Zaid,Pulses,Loamy,1149.6,30.4,52.1,178.9,5.3,Sprinkler,Cotton,Medium,1.13
Gujarat,District_40,Rabi,Pulses,Alluvial,1256.7,17.6,62.4,249.0,7.6,Tubewell,Wheat,Medium,1.29
Tamil Nadu,District_11,Kharif,Rice,Loamy,1546.2,25.3,88.7,159.6,5.5,Drip,Pulses,Low,3.34
Maharashtra,District_11,Kharif,Rice,Alluvial,963.3,17.8,70.2,199.9,7.1,Sprinkler,Wheat,Low,4.26
Gujarat,District_34,Kharif,Cotton,Alluvial,728.4,25.8,53.8,238.8,6.8,Canal,Wheat,Medium,2.04
Assam,District_40,Kharif,Rice,Sandy,461.8,34.9,60.7,130.9,6.7,Canal,Wheat,Low,4.08
Maharashtra,District_8,Rabi,Wheat,Black,1186.2,24.6,93.4,148.0,5.5,Drip,Wheat,Medium,2.25
Odisha,District_32,Rabi,Pulses,Sandy,1218.6,24.7,47.5,160.4,6.9,Sprinkler,Rice,Low,1.51
Gujarat,District_46,Rabi,Pulses,Alluvial,987.7,33.3,75.2,145.4,5.3,Rainfed,Rice,Medium,0.98
Punjab,District_19,Rabi,Pulses,Black,925.6,17.6,55.8,292.9,5.5,Drip,Sugarcane,Medium,0.89
Rajasthan,District_33,Rabi,Pulses,Sandy,200.5,20.8,70.2,178.6,5.6,Drip,Wheat,High,0.81
Manipur,District_3,Kharif,Maize,Black,2224.6,30.7,52.9,97.2,7.1,Tubewell,Sugarcane,Low,2.41
Karnataka,District_46,Zaid,Maize,Red,1259.0,27.9,69.1,224.1,7.1,Sprinkler,Maize,High,2.33
Assam,District_4,Zaid,Maize,Red,2777.5,29.2,93.2,100.4,7.8,Canal,Sugarcane,High,1.97
Meghalaya,District_10,Rabi,Wheat,Red,1240.6,20.8,73.6,65.4,5.7,Tubewell,Cotton,High,2.86
Rajasthan,District_18,Kharif,Cotton,Loamy,420.3,27.3,58.6,147.8,6.6,Canal,Rice,Medium,2.06
Manipur,District_42,Zaid,Pulses,Alluvial,778.1,34.8,54.5,104.1,6.5,Tubewell,Sugarcane,Low,1.34
Punjab,District_20,Zaid,Maize,Red,1159.5,18.8,56.4,249.3,5.6,Rainfed,Pulses,Medium,2.28
Tamil Nadu,District_46,Rabi,Wheat,Red,1809.9,32.9,94.4,211.2,,Sprinkler,Cotton,Medium,3.47
Karnataka,District_35,Zaid,Pulses,Red,2249.25,16.2,56.9,253.8,5.8,Rainfed,Rice,High,1.07
Odisha,District_32,Rabi,Wheat,loamy,1621.6,25.7,71.1,193.2,6.7,Sprinkler,Rice,Low,3.36
Haryana,District_44,Rabi,Wheat,Sandy,1257.0,34.2,86.3,259.9,7.7,Sprinkler,Cotton,Medium,3.36
Odisha,District_25,Kharif,Rice,Sandy,1022.7,20.6,82.5,119.2,,Tubewell,Cotton,Low,3.36
Maharashtra,District_2,Rabi,Wheat,Alluvial,3066.25,37.8,52.0,217.8,6.9,Rainfed,Cotton,Low,3.22
Uttar Pradesh,District_19,Kharif,Rice,Loamy,790.7,20.7,51.2,212.9,5.8,Rainfed,Rice,Medium,2.91
Manipur,District_41,Zaid,Pulses,Sandy,857.3,15.1,48.3,74.2,5.4,Canal,Sugarcane,Low,1.02
Meghalaya,District_43,Zaid,Maize,Black,1357.5,22.0,66.6,105.8,7.1,Drip,Wheat,Medium,2.65
Karnataka,District_21,Rabi,Pulses,Black,1140.8,23.0,79.4,151.9,7.2,Sprinkler,Pulses,Low,1.19
Punjab,District_21,Rabi,Wheat,Red,1633.9,24.2,79.3,312.9,6.8,Sprinkler,Sugarcane,Medium,3.63
Odisha,District_19,Rabi,Pulses,Loamy,856.6,23.7,94.2,179.1,5.8,Sprinkler,Cotton,Low,1.15
Odisha,District_18,Rabi,Pulses,Alluvial,601.2,25.1,92.8,90.9,6.1,Tubewell,Rice,Low,1.39
Maharashtra,District_19,Rabi,Wheat,red,1190.6,23.7,51.7,223.5,5.9,Drip,Wheat,Medium,3.4
Manipur,District_3,Zaid,Pulses,Alluvial,1059.0,26.4,51.2,61.5,7.3,Rainfed,Rice,High,1.11
Manipur,District_18,Rabi,Pulses,Red,534.5,18.7,64.9,82.2,7.0,Tubewell,Wheat,Low,1.29
Karnataka,District_21,Kharif,Maize,Red,621.7,31.4,49.0,151.2,5.6,Drip,Sugarcane,Low,2.29
Karnataka,District_33,Zaid,Pulses,Black,966.5,23.4,58.7,243.7,7.2,Sprinkler,Sugarcane,High,1.16
Tamil Nadu,District_1,Kharif,Rice,Black,1275.0,20.6,87.3,226.9,7.4,Canal,Pulses,Medium,3.72
Manipur,District_46,Zaid,Maize,Alluvial,578.4,15.2,70.3,136.2,7.1,Rainfed,Wheat,High,2.32
Assam,District_25,Rabi,Wheat,Sandy,463.7,29.9,69.8,102.2,5.3,Rainfed,Wheat,Medium,2.55
Gujarat,District_25,Kharif,Cotton,Loamy,516.1,24.5,76.0,169.4,6.5,Tubewell,Maize,Low,2.01
Haryana,District_11,Kharif,Cotton,Alluvial,2051.5,32.4,72.5,198.0,5.5,Sprinkler,Rice,Low,1.78
Maharashtra,District_48,Kharif,Cotton,loamy,675.0,29.0,79.4,206.2,7.5,Sprinkler,Cotton,Medium,1.87
Meghalaya,District_47,Rabi,Wheat,Red,1149.0,21.5,68.3,71.1,6.3,Sprinkler,Cotton,Low,2.87
Odisha,District_12,Kharif,Rice,Sandy,1338.0,25.1,68.6,,6.8,Rainfed,Wheat,High,3.49
Uttar Pradesh,District_12,Kharif,Rice,Alluvial,794.1,20.3,83.8,159.9,7.2,Rainfed,Wheat,Low,3.73
Haryana,District_26,Rabi,Wheat,Sandy,1090.6,28.8,94.3,276.0,5.3,Rainfed,Rice,High,2.8
Rajasthan,District_30,Zaid,Pulses,Sandy,,32.8,90.0,87.4,5.6,Drip,Pulses,Low,1.06
Meghalaya,District_28,Kharif,Rice,Sandy,1518.8,30.7,64.7,134.7,7.1,Canal,Sugarcane,High,3.35
Maharashtra,District_31,Zaid,Pulses,Loamy,441.4,33.7,92.0,200.8,6.5,Canal,Wheat,High,1.12
West Bengal,District_8,Zaid,Maize,Red,1751.5,28.0,57.8,181.0,7.6,Canal,Maize,Low,2.66
Manipur,District_37,Kharif,Rice,red,,30.0,64.7,134.0,5.6,Canal,Pulses,Low,3.93
Punjab,District_30,Rabi,Wheat,Red,649.0,31.3,67.4,314.2,6.7,Sprinkler,Cotton,Low,3.6
Punjab,District_7,Zaid,Pulses,Alluvial,906.8,24.0,87.3,283.2,7.6,Rainfed,Maize,Medium,1.02
Punjab,District_21,Kharif,Maize,Red,1074.3,32.9,54.9,185.7,7.4,Tubewell,Cotton,High,2.17
Tamil Nadu,District_43,Zaid,Maize,Red,1343.5,23.7,78.1,159.7,6.7,Drip,Sugarcane,Low,2.74
Odisha,District_15,Rabi,Pulses,Black,547.9,34.2,65.0,123.0,,Sprinkler,Maize,Low,1.23
Odisha,District_10,Kharif,Rice,Sandy,621.6,30.7,82.9,198.5,6.5,Canal,Wheat,Low,4.2
Gujarat,District_23,Kharif,Cotton,Alluvial,2029.5,36.8,60.8,356.58,6.8,Rainfed,Pulses,Low,2.1
Meghalaya,District_10,Kharif,Rice,sandy,795.3,22.7,54.5,71.7,5.5,Rainfed,Pulses,High,2.91
Assam,District_17,Kharif,Rice,Loamy,1016.7,26.4,68.8,76.2,7.2,Tubewell,Maize,Medium,3.48
Gujarat,District_6,Rabi,Wheat,Loamy,635.5,32.7,83.4,132.9,7.4,Sprinkler,Maize,Low,3.24
Haryana,District_25,Rabi,Wheat,Loamy,1078.0,18.5,69.5,180.0,7.6,Drip,Wheat,Low,3.23
Haryana,District_31,Rabi,Pulses,Alluvial,1709.4,34.5,67.6,243.5,6.6,Rainfed,Pulses,Low,1.54
Tamil Nadu,District_36,Zaid,Maize,Red,945.3,30.9,78.7,127.5,7.2,Tubewell,Maize,Medium,2.24
Odisha,District_23,Zaid,Pulses,Alluvial,1586.8,29.2,82.0,97.6,5.5,Tubewell,Wheat,Low,1.19
West Bengal,District_12,Zaid,Maize,Alluvial,1965.0,21.3,75.6,201.9,6.1,Drip,Maize,Medium,2.53
Haryana,District_12,Rabi,Wheat,Sandy,855.2,28.1,72.5,299.8,5.4,Drip,Rice,Low,2.8
Tamil Nadu,District_32,Zaid,Maize,Black,2442.3,37.4,77.2,204.5,7.3,Tubewell,Wheat,Medium,2.58
Rajasthan,District_30,Rabi,Pulses,Alluvial,,31.5,45.6,161.1,,Canal,Cotton,Low,1.23
Haryana,District_25,Rabi,Wheat,Sandy,910.4,20.2,80.2,241.9,6.8,Sprinkler,Cotton,Low,3.4
Odisha,District_48,Kharif,Rice,Black,1076.7,35.6,76.3,198.9,,Sprinkler,Sugarcane,Low,4.35
Gujarat,District_38,Zaid,Maize,Red,646.6,18.4,78.5,189.4,,Rainfed,Maize,Medium,2.0
Punjab,District_48,Kharif,Maize,Loamy,1842.3,17.8,87.9,318.3,,Drip,Maize,Low,2.71
Meghalaya,District_6,Zaid,Pulses,Sandy,1142.8,17.1,78.0,103.2,5.6,Tubewell,Sugarcane,Low,1.21
Assam,District_23,Kharif,Rice,Black,1095.5,33.1,63.7,97.0,,Rainfed,Wheat,High,3.19
Haryana,District_24,Kharif,Rice,Sandy,2310.6,27.4,83.4,306.3,6.6,Rainfed,Maize,Low,3.82
Haryana,District_4,Rabi,Pulses,Loamy,898.5,33.1,78.4,,5.4,Canal,Sugarcane,High,1.09
Karnataka,District_25,Kharif,Maize,Alluvial,752.9,31.7,67.0,127.1,,Rainfed,Cotton,Low,2.6
Manipur,District_9,Rabi,Pulses,Red,916.6,25.3,48.5,89.5,6.9,Drip,Pulses,Medium,1.11
Uttar Pradesh,District_48,Zaid,Maize,Red,467.7,17.5,45.0,252.9,5.9,Drip,Cotton,Low,2.83
West Bengal,District_14,Rabi,Pulses,Sandy,1014.7,26.6,51.1,,6.0,Tubewell,Rice,Low,1.08
Odisha,District_1,Kharif,Cotton,Alluvial,1715.7,15.6,89.3,103.0,6.8,Canal,Pulses,Medium,2.08
Tamil Nadu,District_22,Rabi,Pulses,Black,2071.4,33.2,85.1,139.9,,Drip,Rice,Low,1.03
Meghalaya,District_8,Kharif,Rice,Loamy,2102.3,27.5,89.1,,5.5,Drip,Rice,Low,3.84
Tamil Nadu,District_9,Kharif,Maize,Red,2035.1,20.9,72.3,180.5,6.4,Rainfed,Rice,Low,2.77
Tamil Nadu,District_25,Rabi,Pulses,Black,1043.1,29.9,82.1,121.9,6.7,Canal,Rice,High,1.05
Gujarat,District_38,Zaid,Maize,Alluvial,1595.4,31.8,49.3,265.2,5.3,Tubewell,Rice,Medium,2.68
Punjab,District_13,Rabi,Wheat,Sandy,820.9,16.8,80.0,224.6,6.9,Sprinkler,Maize,Medium,2.27
Odisha,District_10,Rabi,Pulses,Red,2043.9,25.9,51.3,135.7,6.1,Tubewell,Pulses,Low,1.36
Meghalaya,District_38,Zaid,Pulses,Sandy,1601.5,30.3,49.6,88.1,7.3,Rainfed,Wheat,High,1.09
Maharashtra,District_34,Zaid,Maize,Black,744.4,25.6,68.2,213.2,6.6,Sprinkler,Cotton,Medium,2.52
Odisha,District_30,Zaid,Maize,Loamy,740.1,34.5,52.9,106.3,7.1,Rainfed,Cotton,Medium,2.53
Manipur,District_15,Zaid,Maize,Red,456.3,19.5,58.4,128.4,7.2,Rainfed,Maize,Low,2.64
Karnataka,District_38,Rabi,Pulses,Black,1189.7,25.3,54.8,194.3,7.0,Sprinkler,Pulses,Low,1.42
Maharashtra,District_3,Zaid,Maize,Black,499.5,28.3,74.0,183.0,6.8,Canal,Sugarcane,High,2.14
West Bengal,District_43,Zaid,Pulses,Red,964.8,19.5,82.7,192.2,5.7,Canal,Sugarcane,Low,1.15
Rajasthan,District_14,Rabi,Pulses,Loamy,241.3,37.8,79.6,129.1,6.3,Sprinkler,Wheat,Medium,0.87
Assam,District_25,Kharif,Rice,Sandy,1318.4,34.8,68.6,79.9,7.1,Drip,Cotton,Medium,2.5
Uttar Pradesh,District_34,Kharif,Rice,Alluvial,1498.8,31.6,52.8,163.4,6.1,Drip,Maize,Medium,3.39
West Bengal,District_18,Rabi,Pulses,Red,1655.9,33.7,81.1,118.7,6.5,Rainfed,Cotton,Low,1.72
West Bengal,District_3,Kharif,Cotton,Black,1171.4,37.0,91.2,124.5,7.4,Sprinkler,Pulses,Low,1.95
Meghalaya,District_29,Zaid,Maize,Alluvial,1288.0,23.5,49.0,122.9,5.7,Tubewell,Cotton,Low,3.07
Rajasthan,District_9,Kharif,Cotton,Sandy,57.7,20.0,91.2,175.7,6.6,Canal,Pulses,Medium,1.61
West Bengal,District_25,Rabi,Wheat,Loamy,194.3,17.4,83.8,183.8,7.7,Canal,Wheat,High,2.29
Rajasthan,District_39,Kharif,Maize,Black,99.5,27.1,91.3,87.0,5.6,Canal,Wheat,Low,1.63
Gujarat,District_22,Zaid,Maize,Loamy,1319.9,32.6,70.1,,5.9,Tubewell,Cotton,Low,3.07
Manipur,District_35,Kharif,Cotton,Alluvial,1147.1,24.8,66.7,101.0,6.9,Rainfed,Wheat,High,1.85
Meghalaya,District_22,Kharif,Rice,Alluvial,950.8,21.2,61.4,72.9,5.7,Tubewell,Wheat,Medium,3.54
Uttar Pradesh,District_29,Rabi,Wheat,Red,296.0,32.5,54.8,276.0,7.6,Canal,Cotton,Medium,2.22
Tamil Nadu,District_9,Zaid,Pulses,Alluvial,1013.6,21.7,93.6,135.4,7.1,Drip,Maize,Medium,1.16
Odisha,District_10,Rabi,Pulses,Sandy,1257.9,27.5,73.3,193.7,7.3,Canal,Maize,Medium,1.34
West Bengal,District_36,Kharif,Rice,Alluvial,3245.8,29.8,60.3,122.3,6.2,Rainfed,Wheat,Low,3.65
Manipur,District_47,Kharif,Rice,Black,1014.9,20.2,45.9,126.9,7.6,Tubewell,Cotton,Low,3.11
Meghalaya,District_7,Zaid,Maize,Alluvial,2041.9,37.7,56.2,106.3,7.3,Canal,Maize,Low,2.56
Punjab,District_49,Zaid,Pulses,loamy,2537.8,18.3,63.5,211.6,7.8,Tubewell,Sugarcane,Low,1.14
Uttar Pradesh,District_16,Kharif,Maize,Black,559.2,37.3,51.7,186.5,7.1,Drip,Rice,Low,2.46
Karnataka,District_10,Rabi,Pulses,Alluvial,958.5,35.8,80.3,185.3,6.7,Tubewell,Cotton,Low,1.33
Punjab,District_12,Rabi,Wheat,Red,1669.9,24.5,81.2,319.4,6.9,Rainfed,Rice,Low,3.48
Tamil Nadu,District_22,Kharif,Cotton,Loamy,483.2,17.2,82.5,175.9,6.5,Canal,Rice,Low,1.9
Uttar Pradesh,District_11,Zaid,Pulses,Black,834.3,34.0,78.6,158.9,6.4,Sprinkler,Maize,Medium,1.04
Rajasthan,District_48,Zaid,Pulses,Alluvial,197.9,29.1,66.1,80.6,7.5,Rainfed,Pulses,Medium,1.19
Tamil Nadu,District_24,Zaid,Pulses,Loamy,1204.0,34.1,54.2,202.8,5.6,Canal,Rice,High,1.14
Uttar Pradesh,District_28,Zaid,Maize,Loamy,1153.2,32.5,59.1,259.3,6.9,Sprinkler,Sugarcane,Low,2.84
Assam,District_8,Rabi,Wheat,Alluvial,875.5,25.9,76.2,131.0,6.6,Canal,Pulses,Medium,3.42
Maharashtra,District_38,Zaid,Pulses,Alluvial,929.5,25.8,65.1,150.7,7.0,Canal,Maize,Low,0.95
Odisha,District_41,Zaid,Maize,Black,1051.8,19.2,72.8,188.6,5.4,Canal,Wheat,Medium,2.19
Assam,District_22,Zaid,Pulses,Black,983.9,35.1,72.6,144.9,5.6,Canal,Wheat,Low,1.24
Gujarat,District_22,Kharif,Maize,Black,815.8,37.6,48.1,204.7,7.1,Rainfed,Cotton,High,2.29
Punjab,District_28,Kharif,Rice,Red,461.7,19.7,48.0,195.4,6.1,Tubewell,Cotton,Medium,3.31
Tamil Nadu,District_21,Kharif,Rice,Black,438.2,21.2,63.3,138.6,5.5,Drip,Cotton,High,2.95
Uttar Pradesh,District_40,Kharif,Rice,Sandy,1414.8,27.2,60.0,163.8,5.4,Canal,Wheat,Low,3.53
Manipur,District_3,Kharif,Rice,Black,884.6,25.1,53.1,99.5,5.7,Sprinkler,Pulses,Low,2.99
Gujarat,District_25,Rabi,Pulses,Red,1726.5,34.1,82.3,159.9,7.3,Canal,Maize,Low,1.5
Haryana,District_18,Kharif,Maize,Black,462.6,35.2,45.3,308.5,5.6,Canal,Pulses,Low,2.65
Tamil Nadu,District_33,Rabi,Wheat,Sandy,1445.1,27.3,56.7,154.2,5.3,Canal,Pulses,Low,3.16
Rajasthan,District_19,Kharif,Maize,Alluvial,77.3,19.1,69.8,90.5,5.6,Sprinkler,Cotton,Low,2.15
Karnataka,District_28,Kharif,Maize,Red,1319.0,36.8,52.5,159.5,7.2,Sprinkler,Pulses,Low,3.24
Meghalaya,District_12,Kharif,Rice,Sandy,,27.8,78.7,139.3,7.1,Tubewell,Wheat,Low,3.5
Maharashtra,District_6,Rabi,Pulses,Loamy,627.3,21.5,45.1,199.4,6.9,Canal,Rice,Medium,1.21
Manipur,District_29,Rabi,Wheat,Sandy,1837.2,16.8,88.5,121.3,6.2,Tubewell,Maize,Low,2.91
Assam,District_24,Kharif,Rice,Sandy,517.3,35.2,45.4,95.2,5.4,Drip,Rice,High,2.85
West Bengal,District_34,Kharif,Rice,Sandy,475.9,19.7,72.8,151.9,6.1,Sprinkler,Maize,Medium,3.43
Karnataka,District_31,Zaid,Maize,Red,1418.7,34.7,81.0,,7.8,Canal,Wheat,Low,2.43
Meghalaya,District_33,Kharif,Rice,Red,1495.1,19.3,86.7,87.8,6.2,Canal,Wheat,High,3.34
Punjab,District_35,Zaid,Pulses,Black,394.7,21.8,83.4,200.2,6.1,Rainfed,Wheat,High,1.08
Tamil Nadu,District_38,Zaid,Maize,Alluvial,896.3,16.4,77.4,138.8,5.7,Tubewell,Cotton,High,2.08
Karnataka,District_4,Rabi,Pulses,Sandy,2006.4,24.0,57.6,209.3,7.5,Canal,Sugarcane,Low,1.15
Odisha,District_12,Kharif,Rice,Loamy,534.2,16.1,81.1,195.0,6.5,Drip,Wheat,Medium,2.94
Maharashtra,District_1,Zaid,Pulses,Red,1044.5,19.8,73.7,,5.8,Drip,Pulses,Low,1.1
Uttar Pradesh,District_29,Zaid,Pulses,Black,1335.2,37.8,58.6,175.0,5.8,Tubewell,Pulses,Low,1.5
Meghalaya,District_44,Rabi,Pulses,Sandy,2740.7,28.5,82.8,87.1,7.5,Rainfed,Pulses,Low,1.08
West Bengal,District_39,Rabi,Wheat,Alluvial,1062.4,33.4,53.8,134.7,5.9,Drip,Maize,High,2.37
Odisha,District_5,Rabi,Wheat,Black,1413.7,30.4,51.0,102.8,,Canal,Pulses,Low,3.35
Rajasthan,District_25,Rabi,Pulses,Black,479.4,17.9,66.2,119.6,7.0,Drip,Rice,Low,1.26
Maharashtra,District_7,Zaid,Maize,Alluvial,1741.7,22.5,61.4,259.3,7.3,Canal,Maize,Medium,2.67
Manipur,District_28,Rabi,Pulses,sandy,927.5,19.6,79.8,,5.6,Drip,Maize,Medium,1.13
Karnataka,District_49,Rabi,Pulses,Sandy,1426.7,22.4,52.8,172.5,5.7,Sprinkler,Pulses,High,0.87
Uttar Pradesh,District_13,Kharif,Cotton,Red,1383.9,37.7,56.0,229.7,6.9,Rainfed,Maize,Medium,2.29
Maharashtra,District_18,Kharif,Cotton,Loamy,1323.1,19.0,50.6,214.9,7.7,Canal,Maize,Low,2.21
Punjab,District_45,Rabi,Wheat,Alluvial,1289.1,27.6,69.9,205.8,7.6,Canal,Cotton,Low,3.02
Rajasthan,District_40,Rabi,Pulses,Sandy,342.1,32.9,64.8,86.6,5.9,Drip,Cotton,High,0.87
Maharashtra,District_10,Rabi,Wheat,Loamy,1312.8,35.7,88.7,161.5,6.5,Canal,Rice,Low,3.42
Uttar Pradesh,District_30,Rabi,Wheat,Black,2416.8,25.1,59.2,185.5,6.6,Drip,Maize,Medium,2.84
Karnataka,District_13,Zaid,Maize,Sandy,484.6,29.6,62.4,235.4,6.8,Tubewell,Pulses,High,2.36
Punjab,District_13,Zaid,Pulses,Alluvial,651.9,36.3,92.2,180.3,6.3,Rainfed,Wheat,High,1.05
Uttar Pradesh,District_34,Rabi,Pulses,Sandy,525.4,23.2,76.5,273.1,6.0,Canal,Wheat,Low,1.21
Meghalaya,District_41,Rabi,Wheat,Sandy,1798.1,33.7,72.3,92.1,6.3,Drip,Sugarcane,Medium,2.65
Odisha,District_17,Zaid,Pulses,Red,1125.1,25.9,61.8,166.3,7.5,Tubewell,Sugarcane,Medium,1.23
Haryana,District_48,Kharif,Rice,Black,1920.7,23.6,52.2,179.7,7.7,Drip,Rice,High,3.04
Karnataka,District_34,Rabi,Pulses,Loamy,1764.3,36.8,73.6,169.6,6.4,Sprinkler,Maize,Low,1.49
Manipur,District_22,Kharif,Rice,Alluvial,1197.5,15.4,49.3,136.1,6.6,Tubewell,Maize,Low,4.05
Odisha,District_35,Rabi,Pulses,Red,1135.0,30.2,79.6,149.5,7.2,Canal,Wheat,Medium,1.32
Manipur,District_15,Rabi,Pulses,Loamy,2126.1,16.0,52.7,90.2,7.5,Sprinkler,Wheat,Low,1.2
Gujarat,District_1,Zaid,Pulses,Loamy,916.9,27.6,78.3,,7.0,Tubewell,Maize,Low,1.28
Gujarat,District_40,Zaid,Pulses,Sandy,515.5,24.3,50.0,162.2,6.4,Drip,Rice,Low,1.21
Assam,District_9,Kharif,Cotton,Red,1714.4,35.2,51.8,79.5,5.7,Tubewell,Rice,Low,2.08
Gujarat,District_22,Zaid,Maize,Loamy,2018.7,33.2,73.9,225.6,5.9,Tubewell,Cotton,Low,3.36
Meghalaya,District_43,Kharif,Rice,Red,1953.7,35.3,57.6,136.2,6.9,Tubewell,Maize,Low,4.34
West Bengal,District_24,Kharif,Rice,Red,953.6,28.7,46.8,214.9,7.5,Sprinkler,Sugarcane,Low,3.75
Haryana,District_9,Zaid,Maize,Black,510.4,23.6,70.5,263.1,6.4,Drip,Rice,High,2.05
Maharashtra,District_7,Rabi,Wheat,Loamy,1095.4,35.8,83.1,240.7,7.7,Tubewell,Wheat,Medium,2.45
Meghalaya,District_17,Rabi,Pulses,Black,3206.0,21.2,82.8,210.96,5.6,Sprinkler,Maize,High,1.35
Maharashtra,District_17,Zaid,Maize,Red,2589.3,34.2,78.7,148.8,7.6,Drip,Rice,Medium,2.41
Haryana,District_24,Zaid,Pulses,Alluvial,993.0,22.4,81.2,273.4,6.6,Sprinkler,Rice,Medium,1.2
Maharashtra,District_4,Rabi,Pulses,Loamy,1096.8,31.9,59.9,156.8,6.4,Tubewell,Wheat,Low,1.26
West Bengal,District_11,Rabi,Pulses,Sandy,904.8,16.3,93.8,121.4,7.5,Tubewell,Wheat,Low,1.12
Gujarat,District_23,Rabi,Wheat,Loamy,708.0,34.2,55.9,,7.0,Sprinkler,Rice,High,2.82
Assam,District_16,Kharif,Rice,Sandy,1260.9,31.2,58.7,69.2,6.5,Tubewell,Rice,Low,4.23
Punjab,District_5,Kharif,Cotton,Red,3541.0,27.9,55.3,555.3000000000001,7.6,Tubewell,Cotton,High,1.75
Karnataka,District_7,Kharif,Rice,Red,648.1,21.2,61.2,115.9,6.7,Rainfed,Sugarcane,Low,3.77
Uttar Pradesh,District_1,Kharif,Maize,Red,666.0,19.6,73.8,220.4,5.9,Drip,Maize,Low,2.74
Assam,District_39,Zaid,Pulses,Alluvial,,35.5,93.5,158.1,5.6,Canal,Sugarcane,Low,1.19
Meghalaya,District_25,Rabi,Pulses,Loamy,2497.0,24.8,58.8,97.5,6.7,Tubewell,Pulses,High,1.16
Punjab,District_10,Kharif,Rice,Loamy,628.0,29.3,59.5,270.5,6.7,Sprinkler,Rice,Low,3.57
Haryana,District_26,Kharif,Rice,Loamy,856.1,32.7,67.1,180.6,6.2,Rainfed,Wheat,Low,3.25
Meghalaya,District_45,Rabi,Wheat,Red,1043.1,26.9,49.5,99.4,5.6,Rainfed,Cotton,Low,2.6
Haryana,District_41,Zaid,Pulses,Sandy,2035.5,16.4,65.7,183.4,6.5,Drip,Cotton,Medium,1.04
Assam,District_48,Rabi,Pulses,Black,,32.2,75.1,77.3,6.7,Tubewell,Sugarcane,Low,1.5
Manipur,District_17,Zaid,Maize,Alluvial,498.3,31.8,51.8,119.9,7.2,Sprinkler,Sugarcane,High,2.23
West Bengal,District_31,Zaid,Pulses,Red,702.9,29.7,71.4,197.2,5.6,Sprinkler,Rice,Low,1.28
Manipur,District_24,Zaid,Maize,Red,1755.6,35.1,76.4,112.7,7.3,Sprinkler,Pulses,Medium,3.0
Karnataka,District_41,Zaid,Maize,Black,906.5,27.9,63.0,127.5,5.5,Drip,Wheat,Low,2.24
Gujarat,District_12,Rabi,Pulses,Sandy,845.7,29.6,83.9,212.8,7.4,Drip,Maize,Low,1.26
Gujarat,District_19,Rabi,Wheat,Black,2494.9,32.5,53.8,176.1,6.5,Sprinkler,Pulses,Medium,2.89
Meghalaya,District_50,Kharif,Rice,Alluvial,,36.3,51.6,67.0,5.6,Rainfed,Cotton,Medium,3.51
Odisha,District_46,Zaid,Maize,Alluvial,816.7,34.7,93.1,111.4,5.8,Rainfed,Maize,Low,2.18
Assam,District_23,Kharif,Cotton,Red,555.6,17.1,68.7,76.1,7.6,Drip,Rice,Medium,2.06
Gujarat,District_17,Zaid,Maize,Alluvial,793.2,29.8,49.4,137.7,5.8,Tubewell,Cotton,Medium,2.46
Assam,District_13,Zaid,Pulses,Red,748.8,26.8,79.9,113.9,7.5,Sprinkler,Wheat,Low,1.42
Karnataka,District_27,Zaid,Pulses,Black,1226.2,35.7,60.5,219.5,7.7,Rainfed,Sugarcane,Low,1.35
Odisha,District_34,Zaid,Maize,Black,1759.9,29.9,52.4,165.9,7.1,Tubewell,Maize,Low,3.08
Uttar Pradesh,District_42,Rabi,Wheat,Loamy,344.8,30.1,53.9,175.7,6.0,Sprinkler,Pulses,Low,3.02
