State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Soil_N,Soil_P,Soil_K,Irrigation_Frequency,Yield_tonnes_per_hectare
Tamil Nadu,District_38,Rabi,Maize,Black,1043.2,24.5,57.5,259.0,5.2,Drip,Sugarcane,Medium,146.7,73.1,112.7,8,2.46
Assam,District_46,Kharif,Maize,Sandy,1955.9,15.8,41.7,261.3,6.7,Drip,Maize,Low,193.6,54.5,59.4,4,3.13
Rajasthan,District_26,Rabi,Sugarcane,Alluvial,1585.4,30.1,50.2,236.3,6.7,Sprinkler,Wheat,Low,136.7,74.3,102.0,8,56.63
Meghalaya,District_12,Zaid,Maize,Black,2075.0,26.4,65.2,69.6,7.4,Sprinkler,Rice,High,106.6,25.8,90.4,9,2.5
Rajasthan,District_16,Kharif,Wheat,Alluvial,952.6,25.9,89.4,251.4,7.5,Canal,Pulses,Low,82.1,73.5,121.2,1,3.1
Haryana,District_18,Rabi,Pulses,Black,935.7,22.4,86.9,261.8,5.5,Canal,Sugarcane,Low,192.5,34.6,85.6,3,1.19
Punjab,District_1,Kharif,Pulses,Alluvial,846.9,20.6,92.6,134.9,5.6,Drip,Rice,High,157.7,86.3,74.5,8,0.86
Odisha,District_47,Rabi,Wheat,Black,640.2,23.0,69.0,126.7,7.0,Canal,Maize,Low,111.8,45.3,143.3,4,2.81
Odisha,District_18,Rabi,Cotton,Sandy,1443.4,36.9,90.1,88.3,5.7,Drip,Pulses,High,96.7,64.8,54.8,4,1.71
West Bengal,District_23,Kharif,Pulses,Black,934.4,26.4,43.2,81.2,5.9,Tubewell,Pulses,Medium,105.1,51.5,53.0,3,1.09
Rajasthan,District_28,Rabi,Wheat,Loamy,1364.9,36.0,62.4,167.0,5.5,Canal,Maize,Medium,98.1,52.1,41.9,6,2.83
Punjab,District_4,Rabi,Cotton,Black,1837.9,32.5,79.3,118.0,5.4,Drip,Sugarcane,Low,176.3,40.0,56.0,9,1.89
Assam,District_10,Rabi,Wheat,Alluvial,769.7,31.9,95.0,157.4,7.8,Rainfed,Maize,Medium,71.3,43.7,58.8,1,3.0
Uttar Pradesh,District_5,Kharif,Cotton,Loamy,1418.3,37.8,52.2,148.4,6.7,Sprinkler,Cotton,High,154.0,77.6,92.4,1,1.87
Odisha,District_13,Zaid,Maize,Black,280.2,19.2,61.7,291.9,5.4,Rainfed,Cotton,Medium,140.4,27.3,57.3,6,2.27
Maharashtra,District_29,Kharif,Maize,Loamy,721.2,30.4,71.9,215.6,6.1,Tubewell,Rice,Low,165.5,30.4,102.8,7,2.54
Manipur,District_15,Zaid,Wheat,Loamy,896.8,20.5,76.1,63.0,6.8,Sprinkler,Sugarcane,Medium,165.9,33.6,59.9,8,2.55
Rajasthan,District_24,Kharif,Wheat,Red,1622.1,19.3,62.0,260.5,6.7,Sprinkler,Maize,High,177.1,86.1,139.8,1,3.04
Meghalaya,District_48,Rabi,Rice,Sandy,728.8,23.1,84.5,236.5,7.0,Drip,Rice,Medium,53.3,92.9,63.7,7,3.53
Haryana,District_17,Kharif,Sugarcane,Black,1115.7,16.2,56.0,264.3,5.5,Tubewell,Pulses,Medium,82.5,54.0,132.7,6,59.14
Tamil Nadu,District_41,Zaid,Sugarcane,Sandy,1222.7,36.4,56.9,262.4,7.0,Drip,Sugarcane,Low,178.0,43.4,90.7,6,70.14
Punjab,District_50,Kharif,Wheat,Red,498.2,37.9,80.8,207.5,7.4,Sprinkler,Cotton,High,116.3,96.0,100.7,1,3.11
Karnataka,District_12,Kharif,Maize,Loamy,447.3,25.6,93.0,112.6,6.7,Canal,Pulses,Low,155.0,86.0,84.8,4,2.38
Assam,District_18,Rabi,Pulses,Red,797.0,36.8,79.5,149.8,7.3,Sprinkler,Wheat,High,53.9,28.2,112.8,9,0.87
Rajasthan,District_37,Zaid,Cotton,Sandy,1189.6,30.5,54.4,184.1,6.1,Rainfed,Rice,High,172.7,25.6,70.3,6,2.0
Maharashtra,District_21,Zaid,Cotton,Black,728.0,29.5,94.2,141.3,7.7,Canal,Maize,Low,71.8,23.3,43.6,4,1.83
Odisha,District_32,Kharif,Cotton,Sandy,1099.4,24.5,85.5,241.9,7.0,Tubewell,Cotton,Medium,99.5,70.5,95.7,3,2.51
Tamil Nadu,District_37,Zaid,Rice,Alluvial,1101.4,29.4,80.0,272.4,6.8,Tubewell,Wheat,Low,52.9,29.6,57.7,6,4.33
Maharashtra,District_35,Kharif,Rice,Loamy,876.1,37.5,46.5,94.2,6.2,Canal,Rice,Medium,175.4,57.4,75.4,4,3.05
Rajasthan,District_48,Rabi,Sugarcane,Black,781.5,33.5,90.8,242.3,6.3,Tubewell,Wheat,Low,125.7,30.0,122.2,8,58.08
Odisha,District_38,Kharif,Rice,Red,1573.6,37.7,87.4,191.3,7.1,Drip,Rice,Low,194.7,66.2,132.4,8,4.23
Assam,District_6,Zaid,Pulses,Loamy,1319.8,19.3,46.4,72.1,7.2,Rainfed,Wheat,Low,85.4,21.9,83.7,3,1.41
Karnataka,District_35,Kharif,Rice,Red,2361.7,26.6,50.8,148.6,5.9,Tubewell,Rice,High,112.9,62.4,108.8,8,3.57
Gujarat,District_43,Rabi,Pulses,Sandy,1920.7,34.8,84.9,243.8,6.0,Canal,Cotton,Low,173.4,34.6,53.7,5,1.36
West Bengal,District_33,Rabi,Cotton,Alluvial,742.8,19.2,64.4,158.8,5.3,Sprinkler,Wheat,Low,174.6,88.3,126.6,9,2.06
Karnataka,District_23,Kharif,Maize,Loamy,2485.4,23.0,42.8,240.0,5.9,Rainfed,Cotton,High,121.1,39.2,131.0,7,2.91
Tamil Nadu,District_7,Kharif,Pulses,Alluvial,1496.6,28.2,92.9,266.5,7.4,Sprinkler,Rice,High,173.3,44.7,138.0,8,1.24
Rajasthan,District_15,Kharif,Maize,Black,1432.5,23.0,56.8,221.7,6.7,Canal,Pulses,Low,177.8,39.3,44.4,9,2.71
Uttar Pradesh,District_19,Kharif,Wheat,Black,489.3,23.2,82.4,207.7,6.1,Drip,Rice,Low,78.8,70.5,137.6,6,3.74
Rajasthan,District_3,Kharif,Cotton,Sandy,1029.8,31.5,59.2,251.8,6.3,Canal,Pulses,Low,177.0,40.4,41.3,7,2.62
Meghalaya,District_28,Rabi,Wheat,Red,748.0,18.9,74.6,166.8,5.6,Tubewell,Pulses,High,111.8,38.6,111.8,9,2.51
Haryana,District_11,Rabi,Wheat,Loamy,668.3,28.2,82.0,76.8,6.5,Rainfed,Rice,Low,98.6,88.0,117.9,1,2.8
Tamil Nadu,District_6,Zaid,Wheat,Loamy,400.8,20.9,43.4,187.2,6.5,Tubewell,Wheat,Low,50.9,58.6,97.2,1,3.29
Haryana,District_15,Rabi,Wheat,Alluvial,1950.7,27.2,77.3,195.5,5.8,Tubewell,Maize,Medium,59.4,50.9,111.2,9,3.03
Meghalaya,District_34,Zaid,Sugarcane,Sandy,409.3,37.0,47.6,167.1,6.9,Sprinkler,Sugarcane,High,115.0,42.7,71.6,8,65.13
Odisha,District_43,Kharif,Cotton,Sandy,553.7,21.3,54.3,135.5,6.4,Sprinkler,Wheat,High,52.8,67.8,43.5,8,1.8
Gujarat,District_18,Kharif,Cotton,Sandy,415.5,31.2,40.5,136.0,7.0,Rainfed,Maize,Medium,72.8,64.8,58.6,4,1.8
Karnataka,District_26,Zaid,Wheat,Alluvial,723.1,19.1,69.2,280.3,6.6,Rainfed,Cotton,Low,57.3,67.2,49.9,6,2.93
Manipur,District_8,Rabi,Sugarcane,Alluvial,983.3,21.7,48.7,191.9,6.6,Tubewell,Rice,High,117.4,95.7,70.8,3,53.17
West Bengal,District_36,Zaid,Pulses,Sandy,886.4,20.9,56.9,172.1,7.6,Drip,Cotton,Low,156.6,94.9,112.6,8,1.2
Rajasthan,District_34,Zaid,Sugarcane,Black,1373.2,37.6,48.6,131.2,6.1,Tubewell,Sugarcane,Low,99.0,40.2,88.8,8,64.66
West Bengal,District_39,Kharif,Wheat,Alluvial,1256.7,33.3,69.4,113.2,5.3,Sprinkler,Rice,High,164.0,45.3,81.3,1,2.54
West Bengal,District_34,Zaid,Sugarcane,Alluvial,3363.2,20.2,76.2,246.9,7.0,Sprinkler,Rice,Medium,122.3,99.3,84.5,6,77.02
Assam,District_12,Rabi,Maize,Sandy,942.5,15.7,43.1,189.2,6.1,Canal,Cotton,Low,184.0,64.7,123.6,4,2.29
Gujarat,District_41,Kharif,Wheat,Black,2375.5,23.9,64.0,261.2,6.7,Canal,Sugarcane,High,106.6,34.4,94.5,1,3.12
Uttar Pradesh,District_47,Rabi,Sugarcane,Alluvial,634.9,19.8,90.8,220.2,7.5,Sprinkler,Rice,Medium,133.1,75.3,108.1,3,51.54
Meghalaya,District_18,Rabi,Maize,Black,2624.9,33.9,85.0,203.7,5.3,Rainfed,Rice,High,105.4,38.3,77.3,1,2.13
Punjab,District_2,Kharif,Rice,Alluvial,2138.8,19.8,82.0,284.5,5.3,Canal,Maize,High,70.0,71.4,128.5,7,3.72
Uttar Pradesh,District_6,Zaid,Pulses,Sandy,2603.3,33.4,44.0,237.8,7.7,Tubewell,Cotton,Low,155.1,86.9,93.4,3,1.35
Manipur,District_24,Rabi,Rice,Sandy,777.3,35.9,89.0,112.4,7.2,Canal,Pulses,High,57.2,42.8,108.6,3,3.12
Meghalaya,District_21,Kharif,Sugarcane,Black,763.0,24.3,44.2,203.7,6.9,Drip,Pulses,Medium,172.5,43.1,148.0,8,59.85
Haryana,District_17,Zaid,Sugarcane,Red,797.7,27.2,84.1,198.2,7.7,Tubewell,Rice,Medium,105.4,24.6,125.9,8,45.82
Tamil Nadu,District_31,Zaid,Wheat,Sandy,1294.5,26.1,76.6,198.9,6.3,Rainfed,Cotton,High,131.0,28.6,116.5,6,3.09
Tamil Nadu,District_33,Kharif,Rice,Black,1419.5,30.7,81.6,77.2,7.4,Sprinkler,Rice,Medium,174.4,57.8,101.6,8,3.44
Odisha,District_28,Rabi,Cotton,Alluvial,2264.0,32.8,58.8,239.7,6.3,Drip,Rice,High,106.6,46.6,146.1,4,1.97
Punjab,District_17,Kharif,Sugarcane,Alluvial,1357.6,22.1,74.3,208.0,5.9,Tubewell,Cotton,High,116.9,37.0,45.6,5,70.45
Odisha,District_47,Rabi,Pulses,Alluvial,1640.3,23.2,67.4,213.6,5.5,Sprinkler,Maize,Medium,84.4,91.2,77.7,2,1.2
Tamil Nadu,District_8,Rabi,Wheat,Loamy,794.8,33.8,53.9,278.4,6.4,Tubewell,Cotton,High,57.3,22.2,93.4,4,3.0
Uttar Pradesh,District_24,Zaid,Maize,Black,1508.7,30.3,61.3,223.0,7.7,Canal,Maize,Medium,147.2,47.3,71.4,8,2.55
Assam,District_3,Zaid,Wheat,Loamy,1089.8,32.4,40.4,179.2,7.1,Sprinkler,Pulses,High,167.4,32.6,86.1,2,2.74
Punjab,District_14,Rabi,Pulses,Alluvial,955.2,26.9,62.6,277.3,7.1,Tubewell,Cotton,Medium,72.7,65.7,49.8,2,1.22
Karnataka,District_23,Zaid,Sugarcane,Loamy,745.7,17.2,40.7,255.5,7.1,Canal,Sugarcane,High,111.8,95.2,124.3,7,62.86
Manipur,District_5,Zaid,Pulses,Black,1527.6,24.5,84.2,178.8,7.1,Canal,Maize,Low,181.2,22.6,100.1,2,1.58
Manipur,District_34,Kharif,Rice,Loamy,1093.3,28.9,87.9,163.6,6.5,Canal,Sugarcane,Medium,62.3,23.4,91.6,5,4.22
Tamil Nadu,District_47,Kharif,Pulses,Red,1367.0,24.8,46.8,278.6,5.9,Rainfed,Pulses,High,83.6,85.3,147.9,3,1.28
Uttar Pradesh,District_34,Rabi,Sugarcane,Loamy,1111.7,23.5,79.3,283.5,6.6,Tubewell,Cotton,Low,119.3,64.2,74.3,2,76.36
Meghalaya,District_18,Zaid,Wheat,Alluvial,1731.2,37.3,56.4,128.0,5.8,Tubewell,Wheat,Medium,161.3,83.8,105.7,4,3.43
Rajasthan,District_44,Kharif,Rice,Loamy,1939.3,20.2,63.7,83.0,5.4,Rainfed,Pulses,High,63.3,65.8,83.8,7,2.54
Uttar Pradesh,District_20,Zaid,Sugarcane,Red,1942.4,31.1,86.0,125.7,5.7,Tubewell,Rice,Medium,61.3,62.2,131.4,9,52.25
West Bengal,District_47,Zaid,Cotton,Black,737.2,22.1,71.7,66.8,6.2,Sprinkler,Cotton,Medium,87.0,68.5,148.4,1,1.78
West Bengal,District_30,Rabi,Rice,Red,1265.0,18.4,78.1,180.1,7.0,Canal,Cotton,Low,164.7,84.3,131.8,8,4.35
Assam,District_49,Rabi,Pulses,Black,1470.5,37.8,46.4,148.9,7.3,Rainfed,Maize,Medium,62.9,63.3,134.4,9,1.23
Punjab,District_44,Rabi,Wheat,Black,539.4,25.2,94.1,74.3,6.8,Rainfed,Maize,High,80.8,62.2,125.8,2,2.57
Tamil Nadu,District_47,Kharif,Pulses,Red,1386.9,27.2,72.9,63.2,6.6,Canal,Pulses,Low,136.3,73.6,58.6,2,1.16
Haryana,District_18,Rabi,Cotton,Red,1259.3,31.8,67.4,251.1,6.9,Rainfed,Sugarcane,Medium,159.5,44.6,69.0,7,2.32
Karnataka,District_47,Zaid,Sugarcane,Alluvial,830.7,20.2,74.4,286.8,5.4,Canal,Maize,Low,66.4,87.5,52.1,9,59.59
West Bengal,District_12,Zaid,Sugarcane,Sandy,665.3,29.5,53.5,65.0,6.0,Rainfed,Maize,High,109.8,70.9,142.3,8,45.32
Meghalaya,District_4,Rabi,Wheat,Sandy,792.2,26.3,49.4,221.5,6.2,Rainfed,Rice,High,98.5,56.9,99.7,9,3.08
Assam,District_16,Zaid,Pulses,Alluvial,500.2,22.0,94.7,84.8,5.6,Tubewell,Wheat,Medium,183.8,29.5,81.9,5,0.99
West Bengal,District_38,Kharif,Maize,Sandy,2064.0,31.9,89.1,99.1,7.1,Rainfed,Pulses,Medium,116.8,80.3,118.5,1,2.03
Haryana,District_7,Zaid,Cotton,Black,1060.6,29.4,49.6,151.3,7.5,Canal,Rice,Low,159.4,24.4,96.5,5,2.33
Meghalaya,District_47,Rabi,Sugarcane,Sandy,762.0,18.6,79.6,234.0,7.0,Canal,Sugarcane,Medium,84.1,37.2,113.3,9,60.24
Punjab,District_6,Kharif,Sugarcane,Black,2825.2,21.9,92.1,181.9,6.7,Tubewell,Cotton,High,192.4,72.3,145.4,4,66.89
West Bengal,District_3,Rabi,Wheat,Red,810.4,21.2,62.5,234.2,5.5,Drip,Rice,Low,163.3,28.8,140.6,7,2.89
Meghalaya,District_32,Kharif,Rice,Sandy,802.0,26.2,40.0,273.3,5.2,Rainfed,Cotton,High,166.1,57.6,97.6,7,2.81
Haryana,District_47,Zaid,Cotton,Loamy,1069.1,23.1,59.5,79.4,6.4,Sprinkler,Rice,High,153.8,23.9,122.6,6,1.74
Punjab,District_38,Kharif,Wheat,Alluvial,900.5,22.9,77.2,238.0,6.7,Canal,Maize,Low,91.4,60.7,67.7,8,3.05
Manipur,District_39,Kharif,Cotton,Sandy,878.8,20.5,85.7,128.3,5.7,Sprinkler,Rice,Low,58.5,79.2,95.9,9,2.03
West Bengal,District_41,Rabi,Pulses,Red,560.7,24.5,66.2,223.3,7.5,Drip,Maize,Medium,168.7,21.8,53.7,3,1.23
Meghalaya,District_27,Zaid,Maize,Alluvial,1943.1,21.0,65.4,84.8,6.7,Canal,Sugarcane,High,68.1,36.0,138.3,6,2.74
Rajasthan,District_23,Rabi,Wheat,Red,1701.8,31.0,50.0,158.8,6.6,Tubewell,Rice,High,104.0,34.1,121.0,5,3.14
Haryana,District_34,Zaid,Maize,Alluvial,2528.2,32.3,76.1,299.5,6.4,Sprinkler,Maize,Low,155.9,83.8,81.4,5,3.17
Haryana,District_26,Rabi,Sugarcane,Black,1136.3,18.0,42.3,223.3,5.3,Sprinkler,Cotton,Low,59.1,32.7,78.7,6,68.65
Odisha,District_13,Zaid,Rice,Black,1521.6,16.8,56.9,68.6,6.5,Tubewell,Pulses,Medium,109.2,64.6,72.9,5,3.7
Uttar Pradesh,District_10,Zaid,Wheat,Sandy,1213.6,28.4,75.9,248.8,7.5,Canal,Wheat,High,90.0,36.1,43.8,8,2.65
Gujarat,District_5,Rabi,Maize,Red,1533.5,18.3,50.7,246.1,5.9,Canal,Maize,Medium,117.4,32.1,114.6,2,2.84
Punjab,District_34,Zaid,Pulses,Red,1350.4,29.7,65.1,76.0,7.1,Sprinkler,Cotton,Low,164.5,90.6,99.5,2,1.41
Meghalaya,District_16,Rabi,Rice,Alluvial,998.5,37.4,84.6,271.6,7.6,Drip,Cotton,Medium,163.0,83.1,88.2,5,3.02
Maharashtra,District_45,Zaid,Cotton,Alluvial,2067.5,34.4,75.2,62.1,5.9,Canal,Rice,High,102.8,45.8,94.8,9,2.04
Meghalaya,District_13,Rabi,Wheat,Alluvial,447.9,25.1,51.2,265.3,5.3,Canal,Sugarcane,Low,103.4,70.5,140.4,3,3.02
West Bengal,District_6,Rabi,Maize,Loamy,1194.9,36.0,62.1,212.2,6.3,Canal,Cotton,High,114.1,63.7,79.2,9,2.3
Uttar Pradesh,District_48,Rabi,Pulses,Alluvial,960.2,22.9,90.8,278.0,6.1,Tubewell,Rice,Medium,88.1,81.7,65.2,4,1.16
Uttar Pradesh,District_4,Rabi,Wheat,Red,584.9,21.6,48.6,298.2,6.0,Drip,Sugarcane,Medium,152.0,38.5,100.5,5,3.4
Tamil Nadu,District_32,Rabi,Wheat,Sandy,1576.4,32.4,78.5,107.4,6.9,Drip,Cotton,Low,109.1,74.5,94.6,8,3.0
Manipur,District_14,Zaid,Sugarcane,Black,923.4,27.6,50.4,190.0,7.7,Sprinkler,Maize,High,157.2,58.5,140.8,8,50.12
Assam,District_20,Kharif,Pulses,Alluvial,1284.9,24.7,55.7,250.6,6.8,Sprinkler,Rice,Low,59.6,87.1,60.6,2,1.62
Manipur,District_20,Rabi,Sugarcane,Black,440.0,22.9,84.1,174.5,7.6,Tubewell,Cotton,Medium,136.3,94.3,148.1,2,56.02
Rajasthan,District_27,Zaid,Sugarcane,Sandy,894.3,32.7,61.9,260.4,6.5,Canal,Wheat,Low,64.2,37.9,118.2,2,73.45
West Bengal,District_8,Rabi,Pulses,Sandy,515.8,30.8,42.1,130.0,7.6,Canal,Rice,High,113.6,96.9,63.5,6,0.99
Rajasthan,District_4,Rabi,Maize,Alluvial,1569.8,35.9,70.0,223.4,5.4,Sprinkler,Maize,High,144.8,90.3,59.6,6,2.25
Karnataka,District_19,Zaid,Sugarcane,Alluvial,1293.3,17.9,87.8,260.9,7.4,Sprinkler,Wheat,Medium,155.7,57.4,84.5,2,72.32
Punjab,District_11,Rabi,Pulses,Red,2750.4,29.9,88.6,126.6,7.4,Drip,Sugarcane,High,149.4,22.7,81.3,4,1.1
Meghalaya,District_37,Zaid,Sugarcane,Loamy,1247.2,31.0,79.4,133.0,7.1,Drip,Pulses,High,156.5,67.6,79.3,9,54.61
Assam,District_48,Zaid,Sugarcane,Sandy,422.2,31.3,85.7,111.8,7.7,Drip,Rice,High,151.6,37.5,80.8,1,47.56
Tamil Nadu,District_38,Kharif,Maize,Sandy,1878.2,33.4,86.8,124.0,7.5,Drip,Pulses,Medium,148.1,43.2,148.6,3,2.57
Karnataka,District_7,Kharif,Wheat,Red,778.1,18.7,64.7,238.4,5.3,Rainfed,Rice,High,54.3,74.2,119.8,1,2.49
Manipur,District_13,Rabi,Sugarcane,Sandy,787.0,22.4,54.2,141.3,5.6,Tubewell,Wheat,High,110.5,92.4,64.7,9,44.5
Haryana,District_50,Kharif,Wheat,Red,644.4,36.6,63.5,225.7,6.8,Drip,Cotton,Low,71.2,95.2,78.0,7,3.45
Karnataka,District_45,Kharif,Sugarcane,Loamy,1631.1,17.8,89.3,256.7,6.4,Canal,Sugarcane,High,69.6,91.9,65.4,2,72.18
Gujarat,District_49,Rabi,Wheat,Alluvial,1341.2,25.8,92.4,118.7,5.4,Drip,Rice,Medium,99.9,72.9,121.1,5,2.54
Rajasthan,District_36,Kharif,Cotton,Black,753.5,19.9,67.9,157.7,5.8,Tubewell,Sugarcane,Medium,93.8,54.2,78.1,7,2.17
Karnataka,District_42,Rabi,Wheat,Sandy,851.8,37.9,58.8,241.4,5.8,Tubewell,Sugarcane,Medium,143.7,76.4,121.5,2,2.6
Uttar Pradesh,District_1,Zaid,Pulses,Alluvial,1235.2,23.9,41.5,277.0,5.3,Rainfed,Cotton,Medium,54.4,33.2,109.0,3,1.13
Rajasthan,District_28,Kharif,Rice,Sandy,923.7,29.2,83.8,149.2,6.3,Rainfed,Rice,High,97.6,55.1,107.1,8,2.59
Tamil Nadu,District_35,Rabi,Wheat,Sandy,996.6,31.9,75.2,238.9,5.4,Tubewell,Cotton,Medium,60.1,32.2,56.2,3,2.42
Rajasthan,District_37,Kharif,Maize,Sandy,640.8,29.6,42.0,275.6,7.7,Drip,Maize,Medium,112.6,53.0,136.6,6,2.39
Maharashtra,District_36,Kharif,Pulses,Black,1091.7,21.1,74.7,282.3,5.7,Drip,Cotton,Low,188.2,73.0,149.2,7,1.26
Haryana,District_34,Zaid,Pulses,Black,1372.7,18.8,41.4,227.5,5.7,Rainfed,Sugarcane,Low,163.8,83.6,66.0,9,1.22
Odisha,District_26,Rabi,Rice,Black,1591.0,27.3,56.5,246.3,6.0,Sprinkler,Wheat,Medium,194.5,98.6,113.3,6,3.93
West Bengal,District_41,Rabi,Sugarcane,Sandy,377.4,19.3,45.7,77.9,6.5,Canal,Rice,Medium,182.7,23.4,63.4,3,57.72
Uttar Pradesh,District_43,Kharif,Cotton,Alluvial,1492.8,24.1,94.2,297.3,6.8,Sprinkler,Cotton,Low,156.4,96.1,89.5,2,2.43
Karnataka,District_8,Rabi,Cotton,Alluvial,1867.7,23.9,92.6,207.6,6.5,Drip,Sugarcane,Low,95.4,86.0,131.2,2,2.47
West Bengal,District_22,Kharif,Rice,Black,688.5,15.8,86.3,116.5,6.2,Canal,Rice,High,105.9,91.9,95.5,5,3.04
Haryana,District_42,Zaid,Cotton,Alluvial,2105.2,19.2,45.1,126.9,7.1,Rainfed,Rice,High,111.8,65.6,49.0,1,1.72
Assam,District_21,Zaid,Pulses,Alluvial,470.9,22.3,85.0,270.3,5.2,Canal,Cotton,High,148.2,74.9,145.8,3,1.02
Maharashtra,District_38,Zaid,Wheat,Sandy,475.5,33.2,89.7,80.8,7.4,Drip,Pulses,Low,186.3,93.9,124.1,1,2.91
Maharashtra,District_24,Kharif,Pulses,Alluvial,1034.2,31.9,64.3,241.9,6.5,Tubewell,Pulses,High,94.9,36.2,86.3,2,1.23
Assam,District_29,Kharif,Maize,Loamy,1696.8,28.8,77.1,179.6,7.3,Sprinkler,Maize,Medium,77.5,46.8,115.5,8,2.75
Maharashtra,District_47,Kharif,Wheat,Loamy,1275.1,16.5,82.7,241.7,6.2,Drip,Cotton,Low,73.0,59.8,76.5,5,3.81
Rajasthan,District_2,Zaid,Wheat,Black,504.8,15.5,47.1,254.7,6.5,Sprinkler,Rice,Medium,71.9,57.2,67.8,4,3.01
Meghalaya,District_4,Zaid,Cotton,Loamy,1349.8,37.3,83.7,121.1,6.3,Tubewell,Sugarcane,Medium,179.3,48.6,102.4,1,2.3
Meghalaya,District_26,Kharif,Sugarcane,Red,545.7,15.5,84.8,87.2,6.4,Sprinkler,Pulses,Low,137.0,76.4,85.2,1,58.84
Tamil Nadu,District_13,Kharif,Maize,Black,1837.8,22.2,72.3,265.5,7.0,Drip,Wheat,Low,131.5,68.2,98.1,6,3.04
Haryana,District_11,Rabi,Wheat,Red,845.0,20.6,68.8,157.4,5.7,Tubewell,Maize,High,142.2,99.5,80.2,8,1.99
Maharashtra,District_30,Rabi,Rice,Sandy,2773.5,29.1,79.1,62.5,5.3,Canal,Wheat,Low,198.0,56.6,142.9,7,3.62
Uttar Pradesh,District_11,Kharif,Pulses,Alluvial,610.3,28.4,50.6,223.6,5.4,Canal,Cotton,High,180.2,27.2,66.0,9,0.98
Haryana,District_43,Rabi,Wheat,Black,1069.7,25.5,69.2,253.1,7.1,Rainfed,Wheat,High,142.9,53.4,127.2,6,3.19
Gujarat,District_25,Zaid,Cotton,Sandy,602.9,35.5,67.6,247.1,5.7,Canal,Wheat,Medium,132.1,70.9,94.0,4,1.69
West Bengal,District_20,Kharif,Cotton,Sandy,1570.5,18.9,44.1,132.4,5.3,Rainfed,Sugarcane,Medium,175.9,76.2,102.0,3,1.89
Punjab,District_4,Kharif,Pulses,Sandy,375.7,23.2,41.1,165.4,5.8,Tubewell,Cotton,Medium,54.3,57.7,62.7,7,0.98
Assam,District_18,Kharif,Sugarcane,Alluvial,782.6,28.6,44.8,112.3,6.8,Rainfed,Rice,Medium,100.7,62.6,127.9,2,57.24
West Bengal,District_26,Kharif,Cotton,Red,1369.7,35.6,57.4,138.4,7.6,Drip,Sugarcane,Low,52.0,35.5,86.4,4,1.86
Haryana,District_33,Rabi,Wheat,Loamy,1269.8,20.6,92.6,183.6,5.6,Tubewell,Wheat,High,72.2,68.7,131.5,6,3.17
Haryana,District_38,Kharif,Rice,Alluvial,918.7,24.8,49.8,247.0,7.5,Sprinkler,Wheat,Medium,108.4,60.9,144.9,4,3.31
Haryana,District_27,Kharif,Pulses,Red,1095.0,37.4,93.1,152.0,7.7,Tubewell,Sugarcane,High,71.2,74.4,61.1,4,1.21
Tamil Nadu,District_44,Zaid,Maize,Loamy,646.6,20.4,48.0,70.0,6.4,Sprinkler,Cotton,High,93.0,98.9,67.5,7,2.21
West Bengal,District_8,Kharif,Cotton,Sandy,1758.1,26.0,58.4,272.2,5.4,Sprinkler,Wheat,Low,174.5,33.4,49.7,1,1.94
Tamil Nadu,District_22,Rabi,Pulses,Loamy,1371.0,23.3,63.2,140.3,7.3,Tubewell,Sugarcane,Low,158.8,81.4,139.5,3,1.38
Manipur,District_45,Zaid,Cotton,Alluvial,520.1,17.2,46.3,131.6,7.3,Sprinkler,Sugarcane,Medium,70.2,79.4,71.8,5,1.57
Meghalaya,District_8,Rabi,Pulses,Loamy,1893.0,20.9,87.2,245.7,6.9,Drip,Cotton,High,107.7,28.8,93.2,3,1.18
Meghalaya,District_26,Rabi,Rice,Loamy,1077.2,32.6,60.9,105.7,6.5,Sprinkler,Wheat,Low,188.9,33.7,133.4,1,3.99
Manipur,District_35,Rabi,Rice,Alluvial,598.6,25.4,68.8,255.3,6.4,Tubewell,Rice,Medium,131.7,87.4,87.4,1,3.35
Rajasthan,District_23,Kharif,Wheat,Black,1232.7,29.0,41.4,230.0,7.1,Rainfed,Pulses,High,168.4,33.8,109.1,7,3.18
Uttar Pradesh,District_50,Rabi,Rice,Red,766.8,30.3,66.2,236.7,5.9,Rainfed,Sugarcane,Low,148.7,34.2,99.8,3,3.94
Gujarat,District_37,Zaid,Rice,Red,1184.3,30.2,60.1,182.6,7.6,Tubewell,Pulses,Medium,159.4,60.4,105.3,9,3.42
Haryana,District_37,Zaid,Sugarcane,Black,1043.5,35.3,66.8,165.3,6.3,Tubewell,Maize,Low,104.8,62.1,106.5,7,78.82
Karnataka,District_36,Rabi,Cotton,Sandy,932.5,21.9,81.4,84.5,5.7,Sprinkler,Sugarcane,Low,170.2,34.7,108.8,9,1.9
Manipur,District_40,Rabi,Pulses,Black,488.1,33.9,59.3,233.6,7.2,Sprinkler,Sugarcane,Medium,125.2,82.7,74.9,5,1.22
Assam,District_3,Kharif,Sugarcane,Black,990.1,33.2,66.4,133.3,6.3,Rainfed,Rice,Low,52.6,77.5,51.0,9,57.58
Karnataka,District_35,Zaid,Pulses,Black,655.9,35.6,49.8,183.5,5.5,Drip,Pulses,High,91.9,74.9,48.6,8,0.88
